# t        y        y_fit        sigma
0.00000000 6.02678372 6.11401666 0.20000000
1.00000000 4.95272750 5.06614338 0.20000000
2.00000000 3.54669225 3.26914382 0.20000000
3.00000000 1.40874526 1.26775612 0.20000000
4.00000000 -0.19525291 -0.44394825 0.20000000
5.00000000 -1.68509124 -1.52645391 0.20000000
6.00000000 -2.19594007 -1.84478461 0.20000000
7.00000000 -1.46100918 -1.46279109 0.20000000
8.00000000 -0.47632332 -0.59300705 0.20000000
9.00000000 0.75019523 0.47851964 0.20000000
10.00000000 1.51823787 1.47076262 0.20000000
11.00000000 1.92016700 2.17106360 0.20000000
12.00000000 2.31239256 2.47152424 0.20000000
13.00000000 2.36709764 2.37494286 0.20000000
14.00000000 2.09576019 1.97438380 0.20000000
15.00000000 1.27707428 1.41576410 0.20000000
16.00000000 0.72551395 0.85504665 0.20000000
17.00000000 0.45152943 0.42079006 0.20000000
18.00000000 0.11298516 0.18965881 0.20000000
19.00000000 0.08871922 0.17817517 0.20000000
20.00000000 0.55472009 0.34969464 0.20000000
21.00000000 0.63531955 0.63228854 0.20000000
22.00000000 0.94455322 0.94149566 0.20000000
23.00000000 1.05890295 1.20187124 0.20000000
24.00000000 1.26600243 1.36262212 0.20000000
25.00000000 1.42244441 1.40481107 0.20000000
26.00000000 1.34634537 1.33999053 0.20000000
27.00000000 1.04976435 1.20211059 0.20000000
28.00000000 1.01272846 1.03575343 0.20000000
29.00000000 1.19746678 0.88404064 0.20000000
30.00000000 0.76959103 0.77903654 0.20000000
31.00000000 0.72746780 0.73639490 0.20000000
32.00000000 0.77717485 0.75471440 0.20000000
33.00000000 0.36178742 0.81890812 0.20000000
34.00000000 1.06956821 0.90609936 0.20000000
35.00000000 1.02591059 0.99224402 0.20000000
36.00000000 1.04497704 1.05783600 0.20000000
37.00000000 1.25914229 1.09155508 0.20000000
38.00000000 1.42604380 1.09139126 0.20000000
39.00000000 1.00208931 1.06343975 0.20000000
